scenario,checkpoint_interval,payload_size,repeat_id,ticket_seq,client_seq,server_seq,recovery_floor,ticket_last_seq,server_last_seq_before,server_last_seq_after,server_last_mem_before,server_last_mem_after,request_auth_ok,response_auth_ok,response_verify_reason,nonce_match,nonce_consumed,race_winner_count,state_unchanged,success,reason,recovery_latency_ms
old_ticket_within_window,50,128,22,100,100,149,100,100,149,149,d6c99393c30b3e669780ce0af400d1a92a0a3c8eb1fc5b03fc0bdaaaa45dfd64,d6c99393c30b3e669780ce0af400d1a92a0a3c8eb1fc5b03fc0bdaaaa45dfd64,True,True,ok,True,True,0,True,True,ok,0.194
below_floor,50,128,22,100,100,200,200,100,200,200,35ec957bdb4ca3317579b68b476a92ebcec5750f40c70aca3c9e9771187f18eb,35ec957bdb4ca3317579b68b476a92ebcec5750f40c70aca3c9e9771187f18eb,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.221
control,50,128,23,100,100,100,100,100,100,100,ff87f30888cc4a3d6689dea79a4cbfbb6ae13dc0c76d654f0260812b352810cd,ff87f30888cc4a3d6689dea79a4cbfbb6ae13dc0c76d654f0260812b352810cd,True,True,ok,True,True,0,True,True,ok,0.299
ack_loss,50,128,23,100,100,149,100,100,149,149,417f4edcf2efb6c9d46a606c8aee50264ce17cbec29a8af85faa74d6e125b8d7,417f4edcf2efb6c9d46a606c8aee50264ce17cbec29a8af85faa74d6e125b8d7,True,True,ok,True,True,0,True,True,ok,0.194
old_ticket_within_window,50,128,23,100,100,149,100,100,149,149,1b389019c83b25bcecebba48c63d66eea42b741cb38104095ec8f7ae7e5136be,1b389019c83b25bcecebba48c63d66eea42b741cb38104095ec8f7ae7e5136be,True,True,ok,True,True,0,True,True,ok,0.219
below_floor,50,128,23,100,100,200,200,100,200,200,c594cd7bc888bac79cdb527a5044cab4a910f5b1c7cd83a88ebad35748594af2,c594cd7bc888bac79cdb527a5044cab4a910f5b1c7cd83a88ebad35748594af2,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.163
control,50,128,24,100,100,100,100,100,100,100,f51cd45c88ea17aac7a0105207645613a5948c3984cf25d969b760a6353c18a1,f51cd45c88ea17aac7a0105207645613a5948c3984cf25d969b760a6353c18a1,True,True,ok,True,True,0,True,True,ok,0.275
ack_loss,50,128,24,100,100,149,100,100,149,149,874a43d0910876b2640eee7274f10be2c730971d6356a7dfb36120dc492f4b0e,874a43d0910876b2640eee7274f10be2c730971d6356a7dfb36120dc492f4b0e,True,True,ok,True,True,0,True,True,ok,0.278
old_ticket_within_window,50,128,24,100,100,149,100,100,149,149,0241b2ac951e2854c7564a4ba403b8a64be90a6ae0cba318d6c06a4d86ab3871,0241b2ac951e2854c7564a4ba403b8a64be90a6ae0cba318d6c06a4d86ab3871,True,True,ok,True,True,0,True,True,ok,0.192
below_floor,50,128,24,100,100,200,200,100,200,200,06cfbad5c5e4c9d02ed5d2e1e2f92a90e0d4842be5f212b45d5dc85ab8a809a2,06cfbad5c5e4c9d02ed5d2e1e2f92a90e0d4842be5f212b45d5dc85ab8a809a2,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.203
control,50,128,25,100,100,100,100,100,100,100,cdb94a0631564a5a9d944c9246ce90e2560895ff73391d952e8009348827c090,cdb94a0631564a5a9d944c9246ce90e2560895ff73391d952e8009348827c090,True,True,ok,True,True,0,True,True,ok,0.197
ack_loss,50,128,25,100,100,149,100,100,149,149,7ff7d4f37c218244bf42bfd3b35a17473a49a350c96f294c69027d1980127f03,7ff7d4f37c218244bf42bfd3b35a17473a49a350c96f294c69027d1980127f03,True,True,ok,True,True,0,True,True,ok,0.194
old_ticket_within_window,50,128,25,100,100,149,100,100,149,149,1cad36b3c4cf56c93502fc1121b9ec291960d885bfa21f37b7554fc11e8e8997,1cad36b3c4cf56c93502fc1121b9ec291960d885bfa21f37b7554fc11e8e8997,True,True,ok,True,True,0,True,True,ok,0.173
below_floor,50,128,25,100,100,200,200,100,200,200,246b2b63267c4df0b6ed2694181e2207187c258c8264daaee9ebd6afe6aa8263,246b2b63267c4df0b6ed2694181e2207187c258c8264daaee9ebd6afe6aa8263,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.147
control,50,128,26,100,100,100,100,100,100,100,10d5ffa15ac2b89f73ea2501496e5b59a1755e9cbda90aa58cbbc7f1f218d427,10d5ffa15ac2b89f73ea2501496e5b59a1755e9cbda90aa58cbbc7f1f218d427,True,True,ok,True,True,0,True,True,ok,0.168
ack_loss,50,128,26,100,100,149,100,100,149,149,53fda6646f4f902b0b6c834e0c0c4740e307b74c68e266e6aa00b213a365cef2,53fda6646f4f902b0b6c834e0c0c4740e307b74c68e266e6aa00b213a365cef2,True,True,ok,True,True,0,True,True,ok,0.249
old_ticket_within_window,50,128,26,100,100,149,100,100,149,149,86b705d98344e159c42012676711e6c25ed9d54cf8b2ce0fcaa64f7edaaf80a2,86b705d98344e159c42012676711e6c25ed9d54cf8b2ce0fcaa64f7edaaf80a2,True,True,ok,True,True,0,True,True,ok,0.2
below_floor,50,128,26,100,100,200,200,100,200,200,5a4bd5df0b525f0f863fa23c25d48e6da108e782566aae1633752e28eb0b164b,5a4bd5df0b525f0f863fa23c25d48e6da108e782566aae1633752e28eb0b164b,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.147
control,50,128,27,100,100,100,100,100,100,100,65c45395b7310bb90ff082e463318338bcfccb2df5b170d9cf104e823b6554a9,65c45395b7310bb90ff082e463318338bcfccb2df5b170d9cf104e823b6554a9,True,True,ok,True,True,0,True,True,ok,0.309
ack_loss,50,128,27,100,100,149,100,100,149,149,0d8ae52da59116fb0eaa68c4ff3f7ffb74f8aafa94e9c35dc868a3b9c178ce5c,0d8ae52da59116fb0eaa68c4ff3f7ffb74f8aafa94e9c35dc868a3b9c178ce5c,True,True,ok,True,True,0,True,True,ok,0.197
old_ticket_within_window,50,128,27,100,100,149,100,100,149,149,3971135fb584794bed6ed321d99154eaaa5b55970aba29a8923894cd70e68c89,3971135fb584794bed6ed321d99154eaaa5b55970aba29a8923894cd70e68c89,True,True,ok,True,True,0,True,True,ok,0.179
below_floor,50,128,27,100,100,200,200,100,200,200,96596513e84750a7af183fdef094407f80e6106affe7d15b15fd1c2d320db904,96596513e84750a7af183fdef094407f80e6106affe7d15b15fd1c2d320db904,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.141
control,50,128,28,100,100,100,100,100,100,100,241718308904372a85fc80930d8dbbd41605ead81cd4266427d631d4485c3430,241718308904372a85fc80930d8dbbd41605ead81cd4266427d631d4485c3430,True,True,ok,True,True,0,True,True,ok,0.177
ack_loss,50,128,28,100,100,149,100,100,149,149,3cfb83b773b0936743ff486d312b7a487f83d205c3dfab4d805872ffce0716eb,3cfb83b773b0936743ff486d312b7a487f83d205c3dfab4d805872ffce0716eb,True,True,ok,True,True,0,True,True,ok,0.184
old_ticket_within_window,50,128,28,100,100,149,100,100,149,149,cbefc634a36a5d8557188e83f890f978fd6d67964b080c18092ee8f500ca2ef8,cbefc634a36a5d8557188e83f890f978fd6d67964b080c18092ee8f500ca2ef8,True,True,ok,True,True,0,True,True,ok,0.192
below_floor,50,128,28,100,100,200,200,100,200,200,81a0b8f169bd2f1e1a0f2c49909a7002abf308e11d2542afaefb921797fe1781,81a0b8f169bd2f1e1a0f2c49909a7002abf308e11d2542afaefb921797fe1781,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.142
control,50,128,29,100,100,100,100,100,100,100,b6339227cde421aadf4e5b43b32feeb90504bca3c9303da2c177e088ca8012a1,b6339227cde421aadf4e5b43b32feeb90504bca3c9303da2c177e088ca8012a1,True,True,ok,True,True,0,True,True,ok,0.231
ack_loss,50,128,29,100,100,149,100,100,149,149,dee63c4872c8283dcfe67abfb594b8056cf685acf797211efba56a8373bb1839,dee63c4872c8283dcfe67abfb594b8056cf685acf797211efba56a8373bb1839,True,True,ok,True,True,0,True,True,ok,0.193
old_ticket_within_window,50,128,29,100,100,149,100,100,149,149,7242c7bdddf4a41f501af056ddfdd0ff07bd5e95638573af0969165feb93c184,7242c7bdddf4a41f501af056ddfdd0ff07bd5e95638573af0969165feb93c184,True,True,ok,True,True,0,True,True,ok,0.174
below_floor,50,128,29,100,100,200,200,100,200,200,04cfb6ccf91db8baca608dafc50162609fd13a6fe6a296143ad698671de5c457,04cfb6ccf91db8baca608dafc50162609fd13a6fe6a296143ad698671de5c457,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.192
control,50,128,30,100,100,100,100,100,100,100,f6bb36d05709018e77f6dc2ae9adb195c554351951f649070292512ab4b3ca58,f6bb36d05709018e77f6dc2ae9adb195c554351951f649070292512ab4b3ca58,True,True,ok,True,True,0,True,True,ok,0.178
ack_loss,50,128,30,100,100,149,100,100,149,149,ea05aa1dbcfca5429fb5d5208e19b20cb223ff2f1aa7ac5ff31983aa84c3581a,ea05aa1dbcfca5429fb5d5208e19b20cb223ff2f1aa7ac5ff31983aa84c3581a,True,True,ok,True,True,0,True,True,ok,0.172
old_ticket_within_window,50,128,30,100,100,149,100,100,149,149,66b621e84fdf84b9a37b6e97469c73f0526de076b87fba471d2595bbec2dcc99,66b621e84fdf84b9a37b6e97469c73f0526de076b87fba471d2595bbec2dcc99,True,True,ok,True,True,0,True,True,ok,0.192
below_floor,50,128,30,100,100,200,200,100,200,200,be6bba5a9a0bb3b29ed1d7bf70ee8ff8df72e9365a216cacfee357546ab7b994,be6bba5a9a0bb3b29ed1d7bf70ee8ff8df72e9365a216cacfee357546ab7b994,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.25
control,50,512,1,100,100,100,100,100,100,100,ae922db2b300f870138c02ae3d00c02982874df97735f5ed53c2bda673052d51,ae922db2b300f870138c02ae3d00c02982874df97735f5ed53c2bda673052d51,True,True,ok,True,True,0,True,True,ok,0.28
ack_loss,50,512,1,100,100,149,100,100,149,149,e44b7fcfb1af375c99403d84fe9dda1c857a142224fea5db4cbd56dadc77c964,e44b7fcfb1af375c99403d84fe9dda1c857a142224fea5db4cbd56dadc77c964,True,True,ok,True,True,0,True,True,ok,0.187
old_ticket_within_window,50,512,1,100,100,149,100,100,149,149,45e1ab6bd4c6057be54a522db607ed8865bb577d1e86e6d99826d697e8f6d8ef,45e1ab6bd4c6057be54a522db607ed8865bb577d1e86e6d99826d697e8f6d8ef,True,True,ok,True,True,0,True,True,ok,0.296
below_floor,50,512,1,100,100,200,200,100,200,200,13e9a83ea74d94133df6f692843adc259f57bb9bbc7d326a1baa830e3952360b,13e9a83ea74d94133df6f692843adc259f57bb9bbc7d326a1baa830e3952360b,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.241
control,50,512,2,100,100,100,100,100,100,100,c7deb5c64e3b7fc5a67a1a0f0085de8ce363d58490879ad33f556824db4bae0c,c7deb5c64e3b7fc5a67a1a0f0085de8ce363d58490879ad33f556824db4bae0c,True,True,ok,True,True,0,True,True,ok,0.255
ack_loss,50,512,2,100,100,149,100,100,149,149,a056d87032ed777bed4ce64abcbec943667e20c47f4f05f202120215262bd863,a056d87032ed777bed4ce64abcbec943667e20c47f4f05f202120215262bd863,True,True,ok,True,True,0,True,True,ok,0.249
old_ticket_within_window,50,512,2,100,100,149,100,100,149,149,cb094bc06640c660454fd5ca2536fcc62e48e0b7eb21fae2c3031975276b69ec,cb094bc06640c660454fd5ca2536fcc62e48e0b7eb21fae2c3031975276b69ec,True,True,ok,True,True,0,True,True,ok,0.274
below_floor,50,512,2,100,100,200,200,100,200,200,f3fab6d8e1aa20686837b58339ca24f5b31c92e44cdbebd926f9b4ec902a226e,f3fab6d8e1aa20686837b58339ca24f5b31c92e44cdbebd926f9b4ec902a226e,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.168
control,50,512,3,100,100,100,100,100,100,100,333c13a0e6ca6d6720a218bbccdbad87af8e385355af8a1064554fbf3f4ce31c,333c13a0e6ca6d6720a218bbccdbad87af8e385355af8a1064554fbf3f4ce31c,True,True,ok,True,True,0,True,True,ok,0.214
ack_loss,50,512,3,100,100,149,100,100,149,149,1a2bb080781c10f7c94fbf26895951e0c837ff430b8099f4eeb6931a2f1b172c,1a2bb080781c10f7c94fbf26895951e0c837ff430b8099f4eeb6931a2f1b172c,True,True,ok,True,True,0,True,True,ok,0.192
old_ticket_within_window,50,512,3,100,100,149,100,100,149,149,c3d468b5585c6b9196c469e8265d5730ed48d83a28ef5ce75c7535f0360ce65d,c3d468b5585c6b9196c469e8265d5730ed48d83a28ef5ce75c7535f0360ce65d,True,True,ok,True,True,0,True,True,ok,0.164
below_floor,50,512,3,100,100,200,200,100,200,200,503ce9f0aca1c81c1b31db5ee86f9f5c39887bb63eb1e0847a67c193720282e7,503ce9f0aca1c81c1b31db5ee86f9f5c39887bb63eb1e0847a67c193720282e7,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.141
control,50,512,4,100,100,100,100,100,100,100,17df01254ce919f689e811dbb1aebe745b7048849aa0299eda04cd2f8ed18afb,17df01254ce919f689e811dbb1aebe745b7048849aa0299eda04cd2f8ed18afb,True,True,ok,True,True,0,True,True,ok,0.183
ack_loss,50,512,4,100,100,149,100,100,149,149,49cf3b7d2e921c0a2a779f98efe7a392da801c2df030a011318cf64394a28e7e,49cf3b7d2e921c0a2a779f98efe7a392da801c2df030a011318cf64394a28e7e,True,True,ok,True,True,0,True,True,ok,0.217
old_ticket_within_window,50,512,4,100,100,149,100,100,149,149,b51432fabac51fe097ba36b387cbbbda92bf8e83fda61e2f4b79fd0ea3b70088,b51432fabac51fe097ba36b387cbbbda92bf8e83fda61e2f4b79fd0ea3b70088,True,True,ok,True,True,0,True,True,ok,0.172
below_floor,50,512,4,100,100,200,200,100,200,200,669205a8e590e721c946db68f4446cdbcaf5809ca42549b7b99f013c19c6c71e,669205a8e590e721c946db68f4446cdbcaf5809ca42549b7b99f013c19c6c71e,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.143
control,50,512,5,100,100,100,100,100,100,100,aea8c5c06cc5c50202e94a60c95a95638c1f71556364382b8a73b811e8cac076,aea8c5c06cc5c50202e94a60c95a95638c1f71556364382b8a73b811e8cac076,True,True,ok,True,True,0,True,True,ok,0.253
ack_loss,50,512,5,100,100,149,100,100,149,149,6d354fb36708ee66f13ed58f0e11eea12853844da60316e99af8820cd9001418,6d354fb36708ee66f13ed58f0e11eea12853844da60316e99af8820cd9001418,True,True,ok,True,True,0,True,True,ok,0.213
old_ticket_within_window,50,512,5,100,100,149,100,100,149,149,45901f21c82ee4ef9942f9eba096f9b0633b377f20e40792ca42b73d644931ff,45901f21c82ee4ef9942f9eba096f9b0633b377f20e40792ca42b73d644931ff,True,True,ok,True,True,0,True,True,ok,0.198
below_floor,50,512,5,100,100,200,200,100,200,200,8010d2fb98ab0ed9cce7d3ea634249570ec12c0fc2c7c4bd8b5e0fadc9874dd0,8010d2fb98ab0ed9cce7d3ea634249570ec12c0fc2c7c4bd8b5e0fadc9874dd0,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.155
control,50,512,6,100,100,100,100,100,100,100,dbe47fbe8026a2e05a2b04f61860b4f78c3512af9387c235a0ac6dc699dab2b0,dbe47fbe8026a2e05a2b04f61860b4f78c3512af9387c235a0ac6dc699dab2b0,True,True,ok,True,True,0,True,True,ok,0.169
ack_loss,50,512,6,100,100,149,100,100,149,149,35a2bd272e568bf7dc0c89938f9c8d4a7c31dbc3b66404ce0ec40507b330d351,35a2bd272e568bf7dc0c89938f9c8d4a7c31dbc3b66404ce0ec40507b330d351,True,True,ok,True,True,0,True,True,ok,0.199
old_ticket_within_window,50,512,6,100,100,149,100,100,149,149,2ec6c5a10cdfc81cb4c8683d1713c5e45ac3b1d66271169d3d0bac4b534e7028,2ec6c5a10cdfc81cb4c8683d1713c5e45ac3b1d66271169d3d0bac4b534e7028,True,True,ok,True,True,0,True,True,ok,0.19
below_floor,50,512,6,100,100,200,200,100,200,200,8852f1ee22d25bb173de97830c81dc898b8bc99e895dfda200fee9c5261bf1f7,8852f1ee22d25bb173de97830c81dc898b8bc99e895dfda200fee9c5261bf1f7,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.184
control,50,512,7,100,100,100,100,100,100,100,cd2d018f23822e2505bddd09deee4cdfbd0848f8cf04319625c95ceb3bb8ed8e,cd2d018f23822e2505bddd09deee4cdfbd0848f8cf04319625c95ceb3bb8ed8e,True,True,ok,True,True,0,True,True,ok,0.247
ack_loss,50,512,7,100,100,149,100,100,149,149,8205f808bcaf5a2651677fac7773eb82f2e723f55ce7402d96503fa2b25e5d19,8205f808bcaf5a2651677fac7773eb82f2e723f55ce7402d96503fa2b25e5d19,True,True,ok,True,True,0,True,True,ok,0.194
old_ticket_within_window,50,512,7,100,100,149,100,100,149,149,987d22e41ab33edc6483307deb734a6ff661a469aeac53d9faf60191c2a5a663,987d22e41ab33edc6483307deb734a6ff661a469aeac53d9faf60191c2a5a663,True,True,ok,True,True,0,True,True,ok,0.18
below_floor,50,512,7,100,100,200,200,100,200,200,66bd593e9e5b73aedf823fbd12cfb95395440f38b0b1be984c7ba42ba54f6ce5,66bd593e9e5b73aedf823fbd12cfb95395440f38b0b1be984c7ba42ba54f6ce5,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.2
control,50,512,8,100,100,100,100,100,100,100,1968929af127761f160d3d3b13b497f0767f02a2410bd7259e8d838dd99b5f20,1968929af127761f160d3d3b13b497f0767f02a2410bd7259e8d838dd99b5f20,True,True,ok,True,True,0,True,True,ok,0.2
ack_loss,50,512,8,100,100,149,100,100,149,149,5fbca8fbdd1ed538600d42de45f170a77f7f65d410c21ae5f2ddc55386c008f4,5fbca8fbdd1ed538600d42de45f170a77f7f65d410c21ae5f2ddc55386c008f4,True,True,ok,True,True,0,True,True,ok,0.195
old_ticket_within_window,50,512,8,100,100,149,100,100,149,149,7ac145569584698e95f31c0db1224463fb647e77a06145003252d5935e16300d,7ac145569584698e95f31c0db1224463fb647e77a06145003252d5935e16300d,True,True,ok,True,True,0,True,True,ok,0.194
below_floor,50,512,8,100,100,200,200,100,200,200,f239b948cd316544260eebe7faa56b740908913319d246923bb0bd97a2d76e8a,f239b948cd316544260eebe7faa56b740908913319d246923bb0bd97a2d76e8a,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.136
control,50,512,9,100,100,100,100,100,100,100,8a5187145d74f0fb6b86580744a49ee46d827d732da3fd8c30466f8a79e45f19,8a5187145d74f0fb6b86580744a49ee46d827d732da3fd8c30466f8a79e45f19,True,True,ok,True,True,0,True,True,ok,0.168
ack_loss,50,512,9,100,100,149,100,100,149,149,cf16994f36f7c325d6033233f173b485f6d44d59d8e3679956b45b602e2780b3,cf16994f36f7c325d6033233f173b485f6d44d59d8e3679956b45b602e2780b3,True,True,ok,True,True,0,True,True,ok,0.24
old_ticket_within_window,50,512,9,100,100,149,100,100,149,149,b6662b9b703c5b1f6694f7383b4f30aabc7873a0f3117166121b9aefb2a1cefd,b6662b9b703c5b1f6694f7383b4f30aabc7873a0f3117166121b9aefb2a1cefd,True,True,ok,True,True,0,True,True,ok,0.185
below_floor,50,512,9,100,100,200,200,100,200,200,f95cd99d505e2da45f56d71976613475c2bc792f13cc870da89522c680ba7197,f95cd99d505e2da45f56d71976613475c2bc792f13cc870da89522c680ba7197,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.14
control,50,512,10,100,100,100,100,100,100,100,7ebde10c7e8fcb2e9622cc91d2722ae7c61b2995f12995f0d1aa92383634668c,7ebde10c7e8fcb2e9622cc91d2722ae7c61b2995f12995f0d1aa92383634668c,True,True,ok,True,True,0,True,True,ok,0.182
ack_loss,50,512,10,100,100,149,100,100,149,149,68a55fb63d46db88f739aa4bdb117b34b4810bf3c77b24fded977fae81a5099d,68a55fb63d46db88f739aa4bdb117b34b4810bf3c77b24fded977fae81a5099d,True,True,ok,True,True,0,True,True,ok,0.411
old_ticket_within_window,50,512,10,100,100,149,100,100,149,149,461a961e32a4778909090fdeabea9814e84e91ce548bd1828dce0a7ba57a42e8,461a961e32a4778909090fdeabea9814e84e91ce548bd1828dce0a7ba57a42e8,True,True,ok,True,True,0,True,True,ok,0.304
below_floor,50,512,10,100,100,200,200,100,200,200,8552e8e9f666ce6c02b1d5b3715755d70655f31a4416e539bda738ed6ab88e58,8552e8e9f666ce6c02b1d5b3715755d70655f31a4416e539bda738ed6ab88e58,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.158
control,50,512,11,100,100,100,100,100,100,100,cfe604f5eab58543e956c1eed28c115817e780864a2973f030e3df4b24090d2e,cfe604f5eab58543e956c1eed28c115817e780864a2973f030e3df4b24090d2e,True,True,ok,True,True,0,True,True,ok,0.19
ack_loss,50,512,11,100,100,149,100,100,149,149,8f6761f51624eddc95e2e9def6a02d69588353b6db7dea25116d0e4ce65aa189,8f6761f51624eddc95e2e9def6a02d69588353b6db7dea25116d0e4ce65aa189,True,True,ok,True,True,0,True,True,ok,0.188
old_ticket_within_window,50,512,11,100,100,149,100,100,149,149,6f742b522539d1b79daf6315538bcb79831651e7e0f40004045aa2ad1675aaff,6f742b522539d1b79daf6315538bcb79831651e7e0f40004045aa2ad1675aaff,True,True,ok,True,True,0,True,True,ok,0.203
below_floor,50,512,11,100,100,200,200,100,200,200,c4ff04fc0d4dcdccda2f4e857793724ff8386cee3e3e0b4e2d3425ede79aef3e,c4ff04fc0d4dcdccda2f4e857793724ff8386cee3e3e0b4e2d3425ede79aef3e,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.159
control,50,512,12,100,100,100,100,100,100,100,9e05c823d56d8a4b83656058daade1bd7ff355e7052c43a359bf6ccec4ab44eb,9e05c823d56d8a4b83656058daade1bd7ff355e7052c43a359bf6ccec4ab44eb,True,True,ok,True,True,0,True,True,ok,0.182
ack_loss,50,512,12,100,100,149,100,100,149,149,cfe938129492168cd07c7878252978b5d7ee8292e26e29039066b96d62824559,cfe938129492168cd07c7878252978b5d7ee8292e26e29039066b96d62824559,True,True,ok,True,True,0,True,True,ok,0.181
old_ticket_within_window,50,512,12,100,100,149,100,100,149,149,55a097fdc1e589db2e178fe629bc9a621512f986a910929477d67f64793f1fd5,55a097fdc1e589db2e178fe629bc9a621512f986a910929477d67f64793f1fd5,True,True,ok,True,True,0,True,True,ok,0.2
below_floor,50,512,12,100,100,200,200,100,200,200,8df6d141bf6166d01f4f5ffab3bc6fb0fd400e856372ddab125d5c9d4b593e30,8df6d141bf6166d01f4f5ffab3bc6fb0fd400e856372ddab125d5c9d4b593e30,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.209
control,50,512,13,100,100,100,100,100,100,100,f19c99f3e648fce96ca31c6ca87f2e932e94dbcee9ca768567b4ec189a347e40,f19c99f3e648fce96ca31c6ca87f2e932e94dbcee9ca768567b4ec189a347e40,True,True,ok,True,True,0,True,True,ok,0.184
ack_loss,50,512,13,100,100,149,100,100,149,149,f0827eb77fa3f6292051c099545a313c21ad23bbd84e2b0a095e18c759d07681,f0827eb77fa3f6292051c099545a313c21ad23bbd84e2b0a095e18c759d07681,True,True,ok,True,True,0,True,True,ok,0.172
old_ticket_within_window,50,512,13,100,100,149,100,100,149,149,b72079a574aeca245845e4b3f8281bfd2859660f7ba0cc180e1975639cf9db5e,b72079a574aeca245845e4b3f8281bfd2859660f7ba0cc180e1975639cf9db5e,True,True,ok,True,True,0,True,True,ok,0.23
below_floor,50,512,13,100,100,200,200,100,200,200,61d9e6c92534e5f114241d5a64baa1f3bbf507ff8c05bfd55ee6ff0a60c0cc69,61d9e6c92534e5f114241d5a64baa1f3bbf507ff8c05bfd55ee6ff0a60c0cc69,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.18
control,50,512,14,100,100,100,100,100,100,100,7dc642329710af479522695231b3b85046a3151e97e29ce752492bb326230e83,7dc642329710af479522695231b3b85046a3151e97e29ce752492bb326230e83,True,True,ok,True,True,0,True,True,ok,0.325
ack_loss,50,512,14,100,100,149,100,100,149,149,27f59b1e6cf59a5c274ebc175c3e451b0791b3ad8adc44b7e2d9bf8723f343bb,27f59b1e6cf59a5c274ebc175c3e451b0791b3ad8adc44b7e2d9bf8723f343bb,True,True,ok,True,True,0,True,True,ok,0.274
old_ticket_within_window,50,512,14,100,100,149,100,100,149,149,1cce6e7a6362e55001ac74e606bd3c487d96708b69b89594fc2d5c52dce85496,1cce6e7a6362e55001ac74e606bd3c487d96708b69b89594fc2d5c52dce85496,True,True,ok,True,True,0,True,True,ok,0.226
below_floor,50,512,14,100,100,200,200,100,200,200,c674071707eccecf6a6a67a35162246dc15d235493fd95dcd793bd375961e768,c674071707eccecf6a6a67a35162246dc15d235493fd95dcd793bd375961e768,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.142
control,50,512,15,100,100,100,100,100,100,100,93415494c0cb0f09ca389a2b1bbf03709cb651c160b30567b304c72538d38321,93415494c0cb0f09ca389a2b1bbf03709cb651c160b30567b304c72538d38321,True,True,ok,True,True,0,True,True,ok,0.192
ack_loss,50,512,15,100,100,149,100,100,149,149,7d28acdfa7e4230f1f64528c665cb78d30d120e66364d8a1745c9ffda62a5ebb,7d28acdfa7e4230f1f64528c665cb78d30d120e66364d8a1745c9ffda62a5ebb,True,True,ok,True,True,0,True,True,ok,0.198
old_ticket_within_window,50,512,15,100,100,149,100,100,149,149,5db9096212924dac127e06ba2e830956480876140b19874c9a6d3bd1ba392b70,5db9096212924dac127e06ba2e830956480876140b19874c9a6d3bd1ba392b70,True,True,ok,True,True,0,True,True,ok,0.197
below_floor,50,512,15,100,100,200,200,100,200,200,1cfdf8505b80875f7d8d98b772c358cfd05e0086ef2c9055f495cb5eea48c1c1,1cfdf8505b80875f7d8d98b772c358cfd05e0086ef2c9055f495cb5eea48c1c1,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.181
control,50,512,16,100,100,100,100,100,100,100,e48d77621f3a0afda9e5874b5094d0168dd0631e18d09d7d744fc001ab884b5b,e48d77621f3a0afda9e5874b5094d0168dd0631e18d09d7d744fc001ab884b5b,True,True,ok,True,True,0,True,True,ok,0.174
ack_loss,50,512,16,100,100,149,100,100,149,149,5d41c64b699982d3fdebb0a1feae8963640c549349820789e1f6cb908b86b96f,5d41c64b699982d3fdebb0a1feae8963640c549349820789e1f6cb908b86b96f,True,True,ok,True,True,0,True,True,ok,0.197
old_ticket_within_window,50,512,16,100,100,149,100,100,149,149,938e52ce847ec0f0ab00570269cfa036413688c020521a5362dc7c9bc36dada7,938e52ce847ec0f0ab00570269cfa036413688c020521a5362dc7c9bc36dada7,True,True,ok,True,True,0,True,True,ok,0.18
